"Department"	"Vote"	"App id"	"MCOA id"	"Description"	"Appropriation Type"	"Output Expense Type"	"Functional Classification"	"Amount ($000)"	"Year"	"Amount_Type_Desc"	"Periodicity"
"New Zealand Defence Force"	"Veterans' Affairs - Defence Force"	9379	9379	"War Disablement Pensions"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	135,516	2011	"Estimated Actual"	"A"
"New Zealand Defence Force"	"Veterans' Affairs - Defence Force"	9379	9379	"War Disablement Pensions"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	137,284	2012	"Main Estimates"	"A"
"New Zealand Defence Force"	"Veterans' Affairs - Defence Force"	9623	9623	"Special Annuities"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	21	2010	"Actuals"	"A"
"New Zealand Defence Force"	"Veterans' Affairs - Defence Force"	9623	9623	"Special Annuities"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	31	2011	"Estimated Actual"	"A"
"New Zealand Defence Force"	"Veterans' Affairs - Defence Force"	9623	9623	"Special Annuities"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	26	2012	"Main Estimates"	"A"
"New Zealand Defence Force"	"Veterans' Affairs - Defence Force"	9089	9089	"Ex-Gratia Payments and Comprehensive Medical Assessments for Vietnam Veterans"	"Non-Departmental Other Expenses"		"Social Security and Welfare"	1,450	2007	"Actuals"	"A"
"New Zealand Defence Force"	"Veterans' Affairs - Defence Force"	9089	9089	"Ex-Gratia Payments and Comprehensive Medical Assessments for Vietnam Veterans"	"Non-Departmental Other Expenses"		"Social Security and Welfare"	1,187	2008	"Actuals"	"A"
"New Zealand Defence Force"	"Veterans' Affairs - Defence Force"	9089	9089	"Ex-Gratia Payments and Comprehensive Medical Assessments for Vietnam Veterans"	"Non-Departmental Other Expenses"		"Social Security and Welfare"	598	2009	"Actuals"	"A"
"New Zealand Defence Force"	"Veterans' Affairs - Defence Force"	9089	9089	"Ex-Gratia Payments and Comprehensive Medical Assessments for Vietnam Veterans"	"Non-Departmental Other Expenses"		"Social Security and Welfare"	376	2010	"Actuals"	"A"
"New Zealand Defence Force"	"Veterans' Affairs - Defence Force"	9089	9089	"Ex-Gratia Payments and Comprehensive Medical Assessments for Vietnam Veterans"	"Non-Departmental Other Expenses"		"Social Security and Welfare"	1,000	2011	"Estimated Actual"	"A"
"New Zealand Defence Force"	"Veterans' Affairs - Defence Force"	9089	9089	"Ex-Gratia Payments and Comprehensive Medical Assessments for Vietnam Veterans"	"Non-Departmental Other Expenses"		"Social Security and Welfare"	1,400	2012	"Main Estimates"	"A"
"New Zealand Defence Force"	"Veterans' Affairs - Defence Force"	9477	9477	"Debt Write-down for Benefits and Other Unrequited Expenses (BOUE)"	"Non-Departmental Other Expenses"		"Defence"	15	2009	"Actuals"	"A"
"New Zealand Defence Force"	"Veterans' Affairs - Defence Force"	9477	9477	"Debt Write-down for Benefits and Other Unrequited Expenses (BOUE)"	"Non-Departmental Other Expenses"		"Defence"	36	2010	"Actuals"	"A"
"New Zealand Defence Force"	"Veterans' Affairs - Defence Force"	9477	9477	"Debt Write-down for Benefits and Other Unrequited Expenses (BOUE)"	"Non-Departmental Other Expenses"		"Defence"	250	2011	"Estimated Actual"	"A"
"New Zealand Defence Force"	"Veterans' Affairs - Defence Force"	9477	9477	"Debt Write-down for Benefits and Other Unrequited Expenses (BOUE)"	"Non-Departmental Other Expenses"		"Defence"	250	2012	"Main Estimates"	"A"
"Ministry of Education "	"Education"	5565	5565	"Policy Advice"	"Departmental Output Expenses"		"Education"	30,614	2007	"Actuals"	"A"
"Ministry of Education "	"Education"	5566	5566	"Ministerial Services"	"Departmental Output Expenses"		"Education"	3,490	2007	"Actuals"	"A"
"Ministry of Education "	"Education"	5567	5567	"Purchasing of Services on Behalf of the Crown"	"Departmental Output Expenses"		"Education"	11,372	2007	"Actuals"	"A"
"Ministry of Education "	"Education"	5568	5568	"Ownership Advice on Public Education Sector Entities"	"Departmental Output Expenses"		"Education"	16,511	2007	"Actuals"	"A"
"Ministry of Education "	"Education"	5569	5569	"Provision of Information"	"Departmental Output Expenses"		"Education"	51,283	2007	"Actuals"	"A"
"Ministry of Education "	"Education"	5570	5570	"Administration of Education Regulations"	"Departmental Output Expenses"		"Education"	13,001	2007	"Actuals"	"A"
"Ministry of Education "	"Education"	5571	5571	"Administration of Education Sector Resourcing"	"Departmental Output Expenses"		"Education"	81,046	2007	"Actuals"	"A"
"Ministry of Education "	"Education"	5572	5572	"Provision of School Sector Property"	"Departmental Output Expenses"		"Education"	1,142,901	2007	"Actuals"	"A"
"Ministry of Education "	"Education"	5573	5573	"Provision of Teacher and Caretaker Housing"	"Departmental Output Expenses"		"Education"	18,946	2007	"Actuals"	"A"
"Ministry of Education "	"Education"	7700	7700	"Special Education Services"	"Departmental Output Expenses"		"Education"	175,970	2007	"Actuals"	"A"
"Ministry of Education "	"Education"	8914	8914	"Tertiary and International Policy and Ownership Advice"	"Departmental Output Expenses"		"Education"	12,822	2007	"Actuals"	"A"
"Ministry of Education "	"Education"	8915	8915	"Tertiary Information Services"	"Departmental Output Expenses"		"Education"	9,354	2007	"Actuals"	"A"
"Ministry of Education "	"Education"	9067	9067	"School Property Portfolio Management"	"Departmental Output Expenses"		"Education"	1,099,713	2008	"Actuals"	"A"
"Ministry of Education "	"Education"	9067	9067	"School Property Portfolio Management"	"Departmental Output Expenses"		"Education"	1,223,984	2009	"Actuals"	"A"
"Ministry of Education "	"Education"	9067	9067	"School Property Portfolio Management"	"Departmental Output Expenses"		"Education"	1,279,668	2010	"Actuals"	"A"
"Ministry of Education "	"Education"	9067	9067	"School Property Portfolio Management"	"Departmental Output Expenses"		"Education"	1,258,407	2011	"Estimated Actual"	"A"
"Ministry of Education "	"Education"	9067	9067	"School Property Portfolio Management"	"Departmental Output Expenses"		"Education"	1,353,815	2012	"Main Estimates"	"A"
"Ministry of Education "	"Education"	9068	9068	"Strategic Leadership in the Sector"	"Departmental Output Expenses"		"Education"	33,449	2008	"Actuals"	"A"
"Ministry of Education "	"Education"	9068	9068	"Strategic Leadership in the Sector"	"Departmental Output Expenses"		"Education"	32,322	2009	"Actuals"	"A"
"Ministry of Education "	"Education"	9068	9068	"Strategic Leadership in the Sector"	"Departmental Output Expenses"		"Education"	30,529	2010	"Actuals"	"A"
"Ministry of Education "	"Education"	9068	9068	"Strategic Leadership in the Sector"	"Departmental Output Expenses"		"Education"	34,081	2011	"Estimated Actual"	"A"
"Ministry of Education "	"Education"	9068	9068	"Strategic Leadership in the Sector"	"Departmental Output Expenses"		"Education"	34,136	2012	"Main Estimates"	"A"
"Ministry of Education "	"Education"	9069	9069	"Strategic Leadership in the Tertiary System"	"Departmental Output Expenses"		"Education"	16,234	2008	"Actuals"	"A"
"Ministry of Education "	"Education"	9069	9069	"Strategic Leadership in the Tertiary System"	"Departmental Output Expenses"		"Education"	15,774	2009	"Actuals"	"A"
"Ministry of Education "	"Education"	9069	9069	"Strategic Leadership in the Tertiary System"	"Departmental Output Expenses"		"Education"	14,133	2010	"Actuals"	"A"
"Ministry of Education "	"Education"	9069	9069	"Strategic Leadership in the Tertiary System"	"Departmental Output Expenses"		"Education"	16,292	2011	"Estimated Actual"	"A"
"Ministry of Education "	"Education"	9070	9070	"Support and Resources for the Community"	"Departmental Output Expenses"		"Education"	20,908	2008	"Actuals"	"A"
"Ministry of Education "	"Education"	9070	9070	"Support and Resources for the Community"	"Departmental Output Expenses"		"Education"	15,263	2009	"Actuals"	"A"
"Ministry of Education "	"Education"	9070	9070	"Support and Resources for the Community"	"Departmental Output Expenses"		"Education"	10,129	2010	"Actuals"	"A"
"Ministry of Education "	"Education"	9070	9070	"Support and Resources for the Community"	"Departmental Output Expenses"		"Education"	13,565	2011	"Estimated Actual"	"A"
"Ministry of Education "	"Education"	9070	9070	"Support and Resources for the Community"	"Departmental Output Expenses"		"Education"	13,048	2012	"Main Estimates"	"A"
"Ministry of Education "	"Education"	9071	9071	"Support and Resources for Education Providers"	"Departmental Output Expenses"		"Education"	66,028	2008	"Actuals"	"A"
"Ministry of Education "	"Education"	9071	9071	"Support and Resources for Education Providers"	"Departmental Output Expenses"		"Education"	64,507	2009	"Actuals"	"A"
"Ministry of Education "	"Education"	9071	9071	"Support and Resources for Education Providers"	"Departmental Output Expenses"		"Education"	73,858	2010	"Actuals"	"A"
"Ministry of Education "	"Education"	9071	9071	"Support and Resources for Education Providers"	"Departmental Output Expenses"		"Education"	74,752	2011	"Estimated Actual"	"A"
"Ministry of Education "	"Education"	9071	9071	"Support and Resources for Education Providers"	"Departmental Output Expenses"		"Education"	75,624	2012	"Main Estimates"	"A"
"Ministry of Education "	"Education"	9072	9072	"Support and Resources for Teachers"	"Departmental Output Expenses"		"Education"	57,601	2008	"Actuals"	"A"
"Ministry of Education "	"Education"	9072	9072	"Support and Resources for Teachers"	"Departmental Output Expenses"		"Education"	65,100	2009	"Actuals"	"A"
"Ministry of Education "	"Education"	9072	9072	"Support and Resources for Teachers"	"Departmental Output Expenses"		"Education"	55,751	2010	"Actuals"	"A"
"Ministry of Education "	"Education"	9072	9072	"Support and Resources for Teachers"	"Departmental Output Expenses"		"Education"	63,050	2011	"Estimated Actual"	"A"
"Ministry of Education "	"Education"	9072	9072	"Support and Resources for Teachers"	"Departmental Output Expenses"		"Education"	79,347	2012	"Main Estimates"	"A"
"Ministry of Education "	"Education"	9073	9073	"Interventions for Target Student Groups"	"Departmental Output Expenses"		"Education"	212,213	2008	"Actuals"	"A"
"Ministry of Education "	"Education"	9073	9073	"Interventions for Target Student Groups"	"Departmental Output Expenses"		"Education"	218,436	2009	"Actuals"	"A"
"Ministry of Education "	"Education"	9073	9073	"Interventions for Target Student Groups"	"Departmental Output Expenses"		"Education"	223,230	2010	"Actuals"	"A"
"Ministry of Education "	"Education"	9073	9073	"Interventions for Target Student Groups"	"Departmental Output Expenses"		"Education"	242,394	2011	"Estimated Actual"	"A"
"Ministry of Education "	"Education"	9073	9073	"Interventions for Target Student Groups"	"Departmental Output Expenses"		"Education"	256,515	2012	"Main Estimates"	"A"
"Ministry of Education "	"Education"	7927	7927	"Recovery from February 2011 Christchurch Earthquake"	"Departmental Other Expenses"		"Education"	14,720	2011	"Estimated Actual"	"A"
"Ministry of Education "	"Education"	237	237	"Curriculum Support"	"Non-Departmental Output Expenses"		"Education"	66,947	2007	"Actuals"	"A"
"Ministry of Education "	"Education"	237	237	"Curriculum Support"	"Non-Departmental Output Expenses"		"Education"	68,809	2008	"Actuals"	"A"
"Ministry of Education "	"Education"	237	237	"Curriculum Support"	"Non-Departmental Output Expenses"		"Education"	70,073	2009	"Actuals"	"A"
"Ministry of Education "	"Education"	237	237	"Curriculum Support"	"Non-Departmental Output Expenses"		"Education"	65,721	2010	"Actuals"	"A"
"Ministry of Education "	"Education"	237	237	"Curriculum Support"	"Non-Departmental Output Expenses"		"Education"	63,835	2011	"Estimated Actual"	"A"
"Ministry of Education "	"Education"	237	237	"Curriculum Support"	"Non-Departmental Output Expenses"		"Education"	62,289	2012	"Main Estimates"	"A"
"Ministry of Education "	"Education"	238	238	"Secondary School Assessments"	"Non-Departmental Output Expenses"		"Education"	25,324	2007	"Actuals"	"A"
"Ministry of Education "	"Education"	238	238	"Secondary School Assessments"	"Non-Departmental Output Expenses"		"Education"	23,760	2008	"Actuals"	"A"
"Ministry of Education "	"Education"	238	238	"Secondary School Assessments"	"Non-Departmental Output Expenses"		"Education"	23,760	2009	"Actuals"	"A"
"Ministry of Education "	"Education"	238	238	"Secondary School Assessments"	"Non-Departmental Output Expenses"		"Education"	23,760	2010	"Actuals"	"A"
"Ministry of Education "	"Education"	238	238	"Secondary School Assessments"	"Non-Departmental Output Expenses"		"Education"	26,480	2011	"Estimated Actual"	"A"
"Ministry of Education "	"Education"	238	238	"Secondary School Assessments"	"Non-Departmental Output Expenses"		"Education"	26,480	2012	"Main Estimates"	"A"
"Ministry of Education "	"Education"	239	239	"School Transport"	"Non-Departmental Output Expenses"		"Education"	123,893	2007	"Actuals"	"A"
"Ministry of Education "	"Education"	239	239	"School Transport"	"Non-Departmental Output Expenses"		"Education"	131,071	2008	"Actuals"	"A"
"Ministry of Education "	"Education"	239	239	"School Transport"	"Non-Departmental Output Expenses"		"Education"	150,910	2009	"Actuals"	"A"
"Ministry of Education "	"Education"	239	239	"School Transport"	"Non-Departmental Output Expenses"		"Education"	158,763	2010	"Actuals"	"A"
"Ministry of Education "	"Education"	239	239	"School Transport"	"Non-Departmental Output Expenses"		"Education"	162,178	2011	"Estimated Actual"	"A"
"Ministry of Education "	"Education"	239	239	"School Transport"	"Non-Departmental Output Expenses"		"Education"	171,511	2012	"Main Estimates"	"A"
"Ministry of Education "	"Education"	240	240	"Provision of Information and Advisory Services"	"Non-Departmental Output Expenses"		"Education"	23,175	2007	"Actuals"	"A"
"Ministry of Education "	"Education"	240	240	"Provision of Information and Advisory Services"	"Non-Departmental Output Expenses"		"Education"	25,850	2008	"Actuals"	"A"
"Ministry of Education "	"Education"	240	240	"Provision of Information and Advisory Services"	"Non-Departmental Output Expenses"		"Education"	24,130	2009	"Actuals"	"A"
"Ministry of Education "	"Education"	240	240	"Provision of Information and Advisory Services"	"Non-Departmental Output Expenses"		"Education"	22,064	2010	"Actuals"	"A"
"Ministry of Education "	"Education"	240	240	"Provision of Information and Advisory Services"	"Non-Departmental Output Expenses"		"Education"	22,547	2011	"Estimated Actual"	"A"
"Ministry of Education "	"Education"	240	240	"Provision of Information and Advisory Services"	"Non-Departmental Output Expenses"		"Education"	22,639	2012	"Main Estimates"	"A"
"Ministry of Education "	"Education"	241	241	"Management of Grants and Contracts"	"Non-Departmental Output Expenses"		"Education"	13,771	2007	"Actuals"	"A"
"Ministry of Education "	"Education"	241	241	"Management of Grants and Contracts"	"Non-Departmental Output Expenses"		"Education"	14,049	2008	"Actuals"	"A"
"Ministry of Education "	"Education"	242	242	"Stewardship of the New Zealand Qualifications System"	"Non-Departmental Output Expenses"		"Education"	12,007	2007	"Actuals"	"A"
"Ministry of Education "	"Education"	246	246	"Supporting Parenting"	"Non-Departmental Output Expenses"		"Education"	18,696	2007	"Actuals"	"A"
"Ministry of Education "	"Education"	246	246	"Supporting Parenting"	"Non-Departmental Output Expenses"		"Education"	18,095	2008	"Actuals"	"A"
"Ministry of Education "	"Education"	246	246	"Supporting Parenting"	"Non-Departmental Output Expenses"		"Education"	4,790	2009	"Actuals"	"A"
"Ministry of Education "	"Education"	246	246	"Supporting Parenting"	"Non-Departmental Output Expenses"		"Education"	4,422	2010	"Actuals"	"A"
"Ministry of Education "	"Education"	246	246	"Supporting Parenting"	"Non-Departmental Output Expenses"		"Education"	3,768	2011	"Estimated Actual"	"A"
"Ministry of Education "	"Education"	246	246	"Supporting Parenting"	"Non-Departmental Output Expenses"		"Education"	5,724	2012	"Main Estimates"	"A"
"Ministry of Education "	"Education"	250	250	"Training for Designated Groups"	"Non-Departmental Output Expenses"		"Education"	249,308	2007	"Actuals"	"A"
"Ministry of Education "	"Education"	250	250	"Training for Designated Groups"	"Non-Departmental Output Expenses"		"Education"	270,729	2008	"Actuals"	"A"
"Ministry of Education "	"Education"	250	250	"Training for Designated Groups"	"Non-Departmental Output Expenses"		"Education"	300,365	2009	"Actuals"	"A"
"Ministry of Education "	"Education"	250	250	"Training for Designated Groups"	"Non-Departmental Output Expenses"		"Education"	285,806	2010	"Actuals"	"A"
"Ministry of Education "	"Education"	250	250	"Training for Designated Groups"	"Non-Departmental Output Expenses"		"Education"	268,507	2011	"Estimated Actual"	"A"
"Ministry of Education "	"Education"	7560	7560	"Education Research Initiatives"	"Non-Departmental Output Expenses"		"Education"	3,229	2007	"Actuals"	"A"
"Ministry of Education "	"Education"	7560	7560	"Education Research Initiatives"	"Non-Departmental Output Expenses"		"Education"	3,230	2008	"Actuals"	"A"
"Ministry of Education "	"Education"	7560	7560	"Education Research Initiatives"	"Non-Departmental Output Expenses"		"Education"	3,230	2009	"Actuals"	"A"
