Department,Vote,App ID,MCOA ID,Description,Appropriation Type,Output Expense Type,Functional Classification,Amount ($000),Year,Amount_Type_Desc,Periodicity,Current Scope
Ministry for the Environment,Environment,9161,9161,Resource Management Act Call-ins,Departmental Output Expenses,,Environmental Protection,"1,719",2009,Actuals,A,"This appropriation is limited to the public notification process for considering nationally significant applications under the Resource Management Act, where the Minister for the Environment exercises the call-in powers under the legislation, and where necessary, providing support to Boards of Inquiry."
Ministry for the Environment,Environment,9161,9161,Resource Management Act Call-ins,Departmental Output Expenses,,Environmental Protection,"1,393",2010,Actuals,A,"This appropriation is limited to the public notification process for considering nationally significant applications under the Resource Management Act, where the Minister for the Environment exercises the call-in powers under the legislation, and where necessary, providing support to Boards of Inquiry."
Ministry for the Environment,Environment,9515,9515,Waste Minimisation Administration,Departmental Output Expenses,,Environmental Protection,"2,102",2010,Actuals,A,This appropriation is limited to the collection and administration of the waste levy and assessing and monitoring costs relating to projects considered or approved for funding from the waste levy.
Ministry for the Environment,Environment,9515,9515,Waste Minimisation Administration,Departmental Output Expenses,,Environmental Protection,"1,525",2011,Actuals,A,This appropriation is limited to the collection and administration of the waste levy and assessing and monitoring costs relating to projects considered or approved for funding from the waste levy.
Ministry for the Environment,Environment,9515,9515,Waste Minimisation Administration,Departmental Output Expenses,,Environmental Protection,"1,698",2012,Actuals,A,This appropriation is limited to the collection and administration of the waste levy and assessing and monitoring costs relating to projects considered or approved for funding from the waste levy.
Ministry for the Environment,Environment,9515,9515,Waste Minimisation Administration,Departmental Output Expenses,,Environmental Protection,"2,324",2013,Estimated Actual,A,This appropriation is limited to the collection and administration of the waste levy and assessing and monitoring costs relating to projects considered or approved for funding from the waste levy.
Ministry for the Environment,Environment,9515,9515,Waste Minimisation Administration,Departmental Output Expenses,,Environmental Protection,"1,714",2014,Main Estimates,A,This appropriation is limited to the collection and administration of the waste levy and assessing and monitoring costs relating to projects considered or approved for funding from the waste levy.
Ministry for the Environment,Environment,9723,9723,Applications to the Environmental Protection Authority,Departmental Output Expenses,,Environmental Protection,463,2010,Actuals,A,"This appropriation is limited to exercising the powers and functions of the Environmental Protection Authority for applications made under the Resource Management Act 1991 and where necessary, providing assistance to applicants."
Ministry for the Environment,Environment,9739,9739,Processing of Resource Management Call-ins and applications made to the Environmental Protection Authority,Departmental Output Expenses,,Environmental Protection,"5,588",2011,Actuals,A,This appropriation is limited to dealing with and determining ministerial call-ins and applications made to the Environmental Protection Authority under Part 6AA of the Resource Management Act 1991.
Ministry for the Environment,Environment,10183,10181,International Obligations and Institutions Policy Advice,Departmental Output Expenses,,Environmental Protection,"1,771",2012,Actuals,A,"This output class is limited to the provision of advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on government policy matters relating to advice on international environmental arrangements, agreements and partnerships; contributing to negotiations with international parties on environmental issues in line with international arrangements, agreements and partnerships."
Ministry for the Environment,Environment,10182,10181,Domestic Obligations and Programmes,Departmental Output Expenses,,Environmental Protection,"3,331",2012,Actuals,A,This output class is limited to contributing to and monitoring of domestic environmental management programmes and educational programmes promoting awareness of environmental issues.
