"UnitName"	"VoteName"	"AppropriationID"	"ParentAppropriationID"	"Description"	"Revenue Type"	"FunctionalClassification"	"Amount $(000)"	"Year"	"AmountType"	"Periodicity"
"The Treasury"	"Finance"	7575	7575	"Employers' Superannuation Contributions"	"Non-Tax Revenue"	"No Functional Classification"	" 52,043 "	2007	"Actuals"	"A"
"The Treasury"	"Finance"	7575	7575	"Employers' Superannuation Contributions"	"Non-Tax Revenue"	"No Functional Classification"	" 46,547 "	2008	"Actuals"	"A"
"The Treasury"	"Finance"	7575	7575	"Employers' Superannuation Contributions"	"Non-Tax Revenue"	"No Functional Classification"	" 38,652 "	2009	"Actuals"	"A"
"The Treasury"	"Finance"	7575	7575	"Employers' Superannuation Contributions"	"Non-Tax Revenue"	"No Functional Classification"	" 40,000 "	2010	"Estimated Actual"	"A"
"The Treasury"	"Finance"	7575	7575	"Employers' Superannuation Contributions"	"Non-Tax Revenue"	"No Functional Classification"	" 40,000 "	2011	"Main Estimates"	"A"
"The Treasury"	"Finance"	9446	9446	"Crown Deposit Guarantee Scheme Fees"	"Non-Tax Revenue"	"No Functional Classification"	" 67,295 "	2009	"Actuals"	"A"
"The Treasury"	"Finance"	9446	9446	"Crown Deposit Guarantee Scheme Fees"	"Non-Tax Revenue"	"No Functional Classification"	" 96,856 "	2010	"Estimated Actual"	"A"
"The Treasury"	"Finance"	9446	9446	"Crown Deposit Guarantee Scheme Fees"	"Non-Tax Revenue"	"No Functional Classification"	" 32,064 "	2011	"Main Estimates"	"A"
"The Treasury"	"Finance"	9447	9447	"Crown Wholesale Guarantee Facility Fees"	"Non-Tax Revenue"	"No Functional Classification"	" 6,249 "	2009	"Actuals"	"A"
"The Treasury"	"Finance"	9447	9447	"Crown Wholesale Guarantee Facility Fees"	"Non-Tax Revenue"	"No Functional Classification"	" 76,390 "	2010	"Estimated Actual"	"A"
"The Treasury"	"Finance"	9447	9447	"Crown Wholesale Guarantee Facility Fees"	"Non-Tax Revenue"	"No Functional Classification"	" 79,851 "	2011	"Main Estimates"	"A"
"The Treasury"	"Finance"	6043	6043	"Capital Withdrawals from Crown Companies"	"Capital Receipts"	"No Functional Classification"	" 401,312 "	2009	"Actuals"	"A"
"The Treasury"	"Finance"	6043	6043	"Capital Withdrawals from Crown Companies"	"Capital Receipts"	"No Functional Classification"	" 7,400 "	2010	"Estimated Actual"	"A"
"The Treasury"	"Finance"	6044	6044	"Sale of Physical Assets"	"Capital Receipts"	"No Functional Classification"	" 36,700 "	2006	"Actuals"	"A"
"The Treasury"	"Finance"	6044	6044	"Sale of Physical Assets"	"Capital Receipts"	"No Functional Classification"	" 23,540 "	2008	"Actuals"	"A"
"The Treasury"	"Finance"	6045	6045	"Contact Energy Limited Crown Margin"	"Capital Receipts"	"No Functional Classification"	" 55,800 "	2006	"Actuals"	"A"
"The Treasury"	"Finance"	6045	6045	"Contact Energy Limited Crown Margin"	"Capital Receipts"	"No Functional Classification"	" 58,242 "	2007	"Actuals"	"A"
"The Treasury"	"Finance"	6045	6045	"Contact Energy Limited Crown Margin"	"Capital Receipts"	"No Functional Classification"	" 31,547 "	2008	"Actuals"	"A"
"The Treasury"	"Finance"	6045	6045	"Contact Energy Limited Crown Margin"	"Capital Receipts"	"No Functional Classification"	" 31,549 "	2009	"Actuals"	"A"
"The Treasury"	"Finance"	6051	6051	"Loan Repayments from Other Parties"	"Capital Receipts"	"No Functional Classification"	" 16,126 "	2010	"Estimated Actual"	"A"
"The Treasury"	"Finance"	6051	6051	"Loan Repayments from Other Parties"	"Capital Receipts"	"No Functional Classification"	" 746 "	2011	"Main Estimates"	"A"
"The Treasury"	"Finance"	7529	7529	"Return of Capital by the IMF"	"Capital Receipts"	"No Functional Classification"	" 313,000 "	2006	"Actuals"	"A"
"The Treasury"	"Finance"	7529	7529	"Return of Capital by the IMF"	"Capital Receipts"	"No Functional Classification"	" 100,000 "	2007	"Actuals"	"A"
"The Treasury"	"Finance"	8766	8766	"Loan Repayments by ONTRACK"	"Capital Receipts"	"No Functional Classification"	" 500 "	2007	"Actuals"	"A"
"The Treasury"	"Finance"	8766	8766	"Loan Repayments by ONTRACK"	"Capital Receipts"	"No Functional Classification"	" 500 "	2008	"Actuals"	"A"
"The Treasury"	"Finance"	8766	8766	"Loan Repayments by ONTRACK"	"Capital Receipts"	"No Functional Classification"	" 500 "	2009	"Actuals"	"A"
"Ministry of Justice"	"Justice"	1447	1447	"Offenders Legal Aid Cont"	"Non-Tax Revenue"	"No Functional Classification"	" 80 "	2006	"Actuals"	"A"
"Ministry of Justice"	"Justice"	1447	1447	"Offenders Legal Aid Cont"	"Non-Tax Revenue"	"No Functional Classification"	" 117 "	2007	"Actuals"	"A"
"Ministry of Justice"	"Justice"	1447	1447	"Offenders Legal Aid Cont"	"Non-Tax Revenue"	"No Functional Classification"	" 125 "	2008	"Actuals"	"A"
"Ministry of Justice"	"Justice"	1447	1447	"Offenders Legal Aid Cont"	"Non-Tax Revenue"	"No Functional Classification"	" 55 "	2009	"Actuals"	"A"
"Ministry of Justice"	"Justice"	1450	1450	"Law Commission"	"Non-Tax Revenue"	"No Functional Classification"	" 65 "	2006	"Actuals"	"A"
"Ministry of Justice"	"Justice"	5280	5280	"Repayments of Judicial Salaries from Crown Entities"	"Non-Tax Revenue"	"No Functional Classification"	" 245 "	2006	"Actuals"	"A"
"Ministry of Justice"	"Justice"	5280	5280	"Repayments of Judicial Salaries from Crown Entities"	"Non-Tax Revenue"	"No Functional Classification"	" 65 "	2007	"Actuals"	"A"
"Ministry of Justice"	"Justice"	5280	5280	"Repayments of Judicial Salaries from Crown Entities"	"Non-Tax Revenue"	"No Functional Classification"	" 570 "	2008	"Actuals"	"A"
"Ministry of Justice"	"Justice"	5280	5280	"Repayments of Judicial Salaries from Crown Entities"	"Non-Tax Revenue"	"No Functional Classification"	" 285 "	2009	"Actuals"	"A"
"Ministry of Justice"	"Justice"	5280	5280	"Repayments of Judicial Salaries from Crown Entities"	"Non-Tax Revenue"	"No Functional Classification"	" 476 "	2011	"Main Estimates"	"A"
"Ministry of Justice"	"Justice"	1451	1451	"Licensing Fund"	"Capital Receipts"	"No Functional Classification"	" 200 "	2011	"Main Estimates"	"A"
"Ministry of Justice"	"Courts"	1328	1328	"Court Fines"	"Non-Tax Revenue"	"No Functional Classification"	" 240,484 "	2006	"Actuals"	"A"
"Ministry of Justice"	"Courts"	1328	1328	"Court Fines"	"Non-Tax Revenue"	"No Functional Classification"	" 250,295 "	2007	"Actuals"	"A"
"Ministry of Justice"	"Courts"	1328	1328	"Court Fines"	"Non-Tax Revenue"	"No Functional Classification"	" 307,540 "	2008	"Actuals"	"A"
"Ministry of Justice"	"Courts"	1328	1328	"Court Fines"	"Non-Tax Revenue"	"No Functional Classification"	" 263,379 "	2009	"Actuals"	"A"
"Ministry of Justice"	"Courts"	1328	1328	"Court Fines"	"Non-Tax Revenue"	"No Functional Classification"	" 265,694 "	2010	"Estimated Actual"	"A"
"Ministry of Justice"	"Courts"	1328	1328	"Court Fines"	"Non-Tax Revenue"	"No Functional Classification"	" 284,357 "	2011	"Main Estimates"	"A"
"Ministry of Justice"	"Courts"	3507	3507	"Money Forfeited to the Crown"	"Non-Tax Revenue"	"No Functional Classification"	" 23 "	2006	"Actuals"	"A"
"Ministry of Justice"	"Courts"	3507	3507	"Money Forfeited to the Crown"	"Non-Tax Revenue"	"No Functional Classification"	" 19 "	2007	"Actuals"	"A"
"Ministry of Justice"	"Courts"	3507	3507	"Money Forfeited to the Crown"	"Non-Tax Revenue"	"No Functional Classification"	" 28 "	2008	"Actuals"	"A"
"Ministry of Justice"	"Courts"	3507	3507	"Money Forfeited to the Crown"	"Non-Tax Revenue"	"No Functional Classification"	" 42 "	2009	"Actuals"	"A"
"Ministry of Justice"	"Courts"	3507	3507	"Money Forfeited to the Crown"	"Non-Tax Revenue"	"No Functional Classification"	" 49 "	2010	"Estimated Actual"	"A"
"Ministry of Justice"	"Courts"	3507	3507	"Money Forfeited to the Crown"	"Non-Tax Revenue"	"No Functional Classification"	" 49 "	2011	"Main Estimates"	"A"
"Ministry of Justice"	"Treaty Negotiations"	7493	7493	"Landbank Properties"	"Non-Tax Revenue"	"No Functional Classification"	" 6,022 "	2006	"Actuals"	"A"
"Ministry of Justice"	"Treaty Negotiations"	7493	7493	"Landbank Properties"	"Non-Tax Revenue"	"No Functional Classification"	" 6,472 "	2007	"Actuals"	"A"
"Ministry of Justice"	"Treaty Negotiations"	7493	7493	"Landbank Properties"	"Non-Tax Revenue"	"No Functional Classification"	" 6,467 "	2009	"Actuals"	"A"
"Ministry of Justice"	"Treaty Negotiations"	7493	7493	"Landbank Properties"	"Non-Tax Revenue"	"No Functional Classification"	" 5,877 "	2010	"Estimated Actual"	"A"
"Ministry of Justice"	"Treaty Negotiations"	7493	7493	"Landbank Properties"	"Non-Tax Revenue"	"No Functional Classification"	" 5,877 "	2011	"Main Estimates"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	5068	5068	"Crown Forestry Assets"	"Non-Tax Revenue"	"No Functional Classification"	" 81,425 "	2006	"Actuals"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	5068	5068	"Crown Forestry Assets"	"Non-Tax Revenue"	"No Functional Classification"	" 87,541 "	2007	"Actuals"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	5068	5068	"Crown Forestry Assets"	"Non-Tax Revenue"	"No Functional Classification"	" 85,465 "	2008	"Actuals"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	5068	5068	"Crown Forestry Assets"	"Non-Tax Revenue"	"No Functional Classification"	" 98,384 "	2009	"Actuals"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	5068	5068	"Crown Forestry Assets"	"Non-Tax Revenue"	"No Functional Classification"	" 113,983 "	2010	"Estimated Actual"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	5068	5068	"Crown Forestry Assets"	"Non-Tax Revenue"	"No Functional Classification"	" 103,548 "	2011	"Main Estimates"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	7676	7676	"Levy Charged Under the Dairy Industry Restructuring Act"	"Non-Tax Revenue"	"No Functional Classification"	" 124 "	2006	"Actuals"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	7676	7676	"Levy Charged Under the Dairy Industry Restructuring Act"	"Non-Tax Revenue"	"No Functional Classification"	" 638 "	2007	"Actuals"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	7676	7676	"Levy Charged Under the Dairy Industry Restructuring Act"	"Non-Tax Revenue"	"No Functional Classification"	" 208 "	2008	"Actuals"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	7676	7676	"Levy Charged Under the Dairy Industry Restructuring Act"	"Non-Tax Revenue"	"No Functional Classification"	" 250 "	2011	"Main Estimates"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	9156	9156	"Forestry Encouragement Loan Interest"	"Non-Tax Revenue"	"No Functional Classification"	" 2,171 "	2008	"Actuals"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	9156	9156	"Forestry Encouragement Loan Interest"	"Non-Tax Revenue"	"No Functional Classification"	" 2,600 "	2009	"Actuals"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	9156	9156	"Forestry Encouragement Loan Interest"	"Non-Tax Revenue"	"No Functional Classification"	" 2,600 "	2010	"Estimated Actual"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	9156	9156	"Forestry Encouragement Loan Interest"	"Non-Tax Revenue"	"No Functional Classification"	" 2,100 "	2011	"Main Estimates"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	9177	9177	"New Zealand Emissions Trading Scheme Fees"	"Non-Tax Revenue"	"No Functional Classification"	" 101 "	2009	"Actuals"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	9177	9177	"New Zealand Emissions Trading Scheme Fees"	"Non-Tax Revenue"	"No Functional Classification"	" 150 "	2010	"Estimated Actual"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	9177	9177	"New Zealand Emissions Trading Scheme Fees"	"Non-Tax Revenue"	"No Functional Classification"	" 100 "	2011	"Main Estimates"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	5069	5069	"Forestry Encouragement Loans"	"Capital Receipts"	"No Functional Classification"	" 2,004 "	2006	"Actuals"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	5069	5069	"Forestry Encouragement Loans"	"Capital Receipts"	"No Functional Classification"	" 1,761 "	2007	"Actuals"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	5069	5069	"Forestry Encouragement Loans"	"Capital Receipts"	"No Functional Classification"	" 2,088 "	2008	"Actuals"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	5069	5069	"Forestry Encouragement Loans"	"Capital Receipts"	"No Functional Classification"	" 2,907 "	2009	"Actuals"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	5069	5069	"Forestry Encouragement Loans"	"Capital Receipts"	"No Functional Classification"	" 4,458 "	2010	"Estimated Actual"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	5069	5069	"Forestry Encouragement Loans"	"Capital Receipts"	"No Functional Classification"	" 3,300 "	2011	"Main Estimates"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	5070	5070	"Irrigation Suspensory Loan Refunds"	"Capital Receipts"	"No Functional Classification"	" 1 "	2006	"Actuals"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	5070	5070	"Irrigation Suspensory Loan Refunds"	"Capital Receipts"	"No Functional Classification"	" 14 "	2007	"Actuals"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	5070	5070	"Irrigation Suspensory Loan Refunds"	"Capital Receipts"	"No Functional Classification"	" 66 "	2008	"Actuals"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	5071	5071	"Sale of Irrigation Assets"	"Capital Receipts"	"No Functional Classification"	" 184 "	2007	"Actuals"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	5873	5873	"Sale of Forestry Assets"	"Capital Receipts"	"No Functional Classification"	" 10 "	2006	"Actuals"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	5873	5873	"Sale of Forestry Assets"	"Capital Receipts"	"No Functional Classification"	" 4,724 "	2009	"Actuals"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	5873	5873	"Sale of Forestry Assets"	"Capital Receipts"	"No Functional Classification"	" 23 "	2010	"Estimated Actual"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	9514	9514	"New Zealand Fast Forward Fund"	"Capital Receipts"	"No Functional Classification"	" 715,580 "	2009	"Actuals"	"A"
"Ministry of Agriculture and Forestry"	"Agriculture and Forestry"	9514	9514	"New Zealand Fast Forward Fund"	"Capital Receipts"	"No Functional Classification"	" 39 "	2010	"Estimated Actual"	"A"
"Ministry of Agriculture and Forestry"	"Biosecurity"	6122	6122	"Biosecurity Act 1993 Fines"	"Non-Tax Revenue"	"No Functional Classification"	" 1,236 "	2006	"Actuals"	"A"
"Ministry of Agriculture and Forestry"	"Biosecurity"	6122	6122	"Biosecurity Act 1993 Fines"	"Non-Tax Revenue"	"No Functional Classification"	" 866 "	2007	"Actuals"	"A"
"Ministry of Agriculture and Forestry"	"Biosecurity"	6122	6122	"Biosecurity Act 1993 Fines"	"Non-Tax Revenue"	"No Functional Classification"	" 812 "	2008	"Actuals"	"A"
"Ministry of Agriculture and Forestry"	"Biosecurity"	6122	6122	"Biosecurity Act 1993 Fines"	"Non-Tax Revenue"	"No Functional Classification"	" 742 "	2009	"Actuals"	"A"
"Ministry of Agriculture and Forestry"	"Biosecurity"	6122	6122	"Biosecurity Act 1993 Fines"	"Non-Tax Revenue"	"No Functional Classification"	" 850 "	2010	"Estimated Actual"	"A"
"Ministry of Agriculture and Forestry"	"Biosecurity"	6122	6122	"Biosecurity Act 1993 Fines"	"Non-Tax Revenue"	"No Functional Classification"	" 850 "	2011	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	5383	5383	"Programme Recoveries"	"Non-Tax Revenue"	"No Functional Classification"	" 27 "	2006	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5385	5385	"Interest Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 27 "	2006	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5385	5385	"Interest Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 45,290 "	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5385	5385	"Interest Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 46,108 "	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5385	5385	"Interest Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 64,122 "	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5385	5385	"Interest Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 65,535 "	2010	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	5385	5385	"Interest Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 65,511 "	2011	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	5386	5386	"Maintenance Capitalisation"	"Non-Tax Revenue"	"No Functional Classification"	"-690 "	2006	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5386	5386	"Maintenance Capitalisation"	"Non-Tax Revenue"	"No Functional Classification"	"-1,074 "	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5386	5386	"Maintenance Capitalisation"	"Non-Tax Revenue"	"No Functional Classification"	" 175 "	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5386	5386	"Maintenance Capitalisation"	"Non-Tax Revenue"	"No Functional Classification"	" 323 "	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5386	5386	"Maintenance Capitalisation"	"Non-Tax Revenue"	"No Functional Classification"	" 168 "	2010	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	5386	5386	"Maintenance Capitalisation"	"Non-Tax Revenue"	"No Functional Classification"	" 168 "	2011	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	5601	5601	"Student Loan - Administration Fee"	"Non-Tax Revenue"	"No Functional Classification"	" 7,999 "	2006	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5601	5601	"Student Loan - Administration Fee"	"Non-Tax Revenue"	"No Functional Classification"	" 8,656 "	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5601	5601	"Student Loan - Administration Fee"	"Non-Tax Revenue"	"No Functional Classification"	" 8,567 "	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5601	5601	"Student Loan - Administration Fee"	"Non-Tax Revenue"	"No Functional Classification"	" 9,594 "	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5601	5601	"Student Loan - Administration Fee"	"Non-Tax Revenue"	"No Functional Classification"	" 10,800 "	2010	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	5601	5601	"Student Loan - Administration Fee"	"Non-Tax Revenue"	"No Functional Classification"	" 12,581 "	2011	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	5604	5604	"Student Loan - Accumulated Interest"	"Non-Tax Revenue"	"No Functional Classification"	" 43,254 "	2006	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5387	5387	"Benefit Recoveries - Current Debt"	"Capital Receipts"	"No Functional Classification"	" 194,353 "	2006	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5387	5387	"Benefit Recoveries - Current Debt"	"Capital Receipts"	"No Functional Classification"	" 190,144 "	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5387	5387	"Benefit Recoveries - Current Debt"	"Capital Receipts"	"No Functional Classification"	" 190,446 "	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5387	5387	"Benefit Recoveries - Current Debt"	"Capital Receipts"	"No Functional Classification"	" 203,331 "	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5387	5387	"Benefit Recoveries - Current Debt"	"Capital Receipts"	"No Functional Classification"	" 237,085 "	2010	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	5387	5387	"Benefit Recoveries - Current Debt"	"Capital Receipts"	"No Functional Classification"	" 248,371 "	2011	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	5388	5388	"Benefit Recoveries - Liable Parent Contributions"	"Capital Receipts"	"No Functional Classification"	" 2,930 "	2006	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5388	5388	"Benefit Recoveries - Liable Parent Contributions"	"Capital Receipts"	"No Functional Classification"	" 2,430 "	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5388	5388	"Benefit Recoveries - Liable Parent Contributions"	"Capital Receipts"	"No Functional Classification"	" 2,414 "	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5388	5388	"Benefit Recoveries - Liable Parent Contributions"	"Capital Receipts"	"No Functional Classification"	" 2,185 "	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5388	5388	"Benefit Recoveries - Liable Parent Contributions"	"Capital Receipts"	"No Functional Classification"	" 1,897 "	2010	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	5388	5388	"Benefit Recoveries - Liable Parent Contributions"	"Capital Receipts"	"No Functional Classification"	" 1,712 "	2011	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	5389	5389	"Benefit Recoveries - Non-Current Debt"	"Capital Receipts"	"No Functional Classification"	" 74,140 "	2006	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5389	5389	"Benefit Recoveries - Non-Current Debt"	"Capital Receipts"	"No Functional Classification"	" 75,853 "	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5389	5389	"Benefit Recoveries - Non-Current Debt"	"Capital Receipts"	"No Functional Classification"	" 80,002 "	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5389	5389	"Benefit Recoveries - Non-Current Debt"	"Capital Receipts"	"No Functional Classification"	" 75,617 "	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5389	5389	"Benefit Recoveries - Non-Current Debt"	"Capital Receipts"	"No Functional Classification"	" 77,189 "	2010	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	5389	5389	"Benefit Recoveries - Non-Current Debt"	"Capital Receipts"	"No Functional Classification"	" 76,351 "	2011	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	5390	5390	"Community Services Card Recoveries"	"Capital Receipts"	"No Functional Classification"	" 217 "	2006	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5390	5390	"Community Services Card Recoveries"	"Capital Receipts"	"No Functional Classification"	" 164 "	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5390	5390	"Community Services Card Recoveries"	"Capital Receipts"	"No Functional Classification"	" 93 "	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5391	5391	"Overseas Pension Recoveries"	"Capital Receipts"	"No Functional Classification"	" 145,525 "	2006	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5391	5391	"Overseas Pension Recoveries"	"Capital Receipts"	"No Functional Classification"	" 164,184 "	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5391	5391	"Overseas Pension Recoveries"	"Capital Receipts"	"No Functional Classification"	" 147,843 "	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5391	5391	"Overseas Pension Recoveries"	"Capital Receipts"	"No Functional Classification"	" 171,989 "	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5391	5391	"Overseas Pension Recoveries"	"Capital Receipts"	"No Functional Classification"	" 165,940 "	2010	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	5391	5391	"Overseas Pension Recoveries"	"Capital Receipts"	"No Functional Classification"	" 175,063 "	2011	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	5603	5603	"Student Loans - Repayment of Principal"	"Capital Receipts"	"No Functional Classification"	" 64,575 "	2006	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5603	5603	"Student Loans - Repayment of Principal"	"Capital Receipts"	"No Functional Classification"	" 68,929 "	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5603	5603	"Student Loans - Repayment of Principal"	"Capital Receipts"	"No Functional Classification"	" 78,817 "	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5603	5603	"Student Loans - Repayment of Principal"	"Capital Receipts"	"No Functional Classification"	" 90,939 "	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5603	5603	"Student Loans - Repayment of Principal"	"Capital Receipts"	"No Functional Classification"	" 103,620 "	2010	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	5603	5603	"Student Loans - Repayment of Principal"	"Capital Receipts"	"No Functional Classification"	" 112,368 "	2011	"Main Estimates"	"A"
