"Department"	"Vote"	"App id"	"MCOA id"	"Description"	"Appropriation Type"	"Output Expense Type"	"Functional Classification"	"Amount ($000)"	"Year"	"Amount_Type_Desc"	"Periodicity"	"Curr_Mains_Scope"
"Ministry of Education "	"Education"	9054	9054	"Quality Reinvestment Programme"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	3328	2010	"Actuals"	"A"	"Support for Institutes of Technology and Polytechnics and Wananga through the Quality Reinvestment Programme to develop and maintain a high quality network of tertiary education provision aligned with the core roles of the sector as expressed in the Tertiary Education Strategy."
"Ministry of Education "	"Education"	9054	9054	"Quality Reinvestment Programme"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	2696	2011	"Estimated Actual"	"A"	"Support for Institutes of Technology and Polytechnics and Wananga through the Quality Reinvestment Programme to develop and maintain a high quality network of tertiary education provision aligned with the core roles of the sector as expressed in the Tertiary Education Strategy."
"Ministry of Education "	"Education"	9137	9137	"Centres of Research Excellence - Capital"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	20000	2008	"Actuals"	"A"	"To assist Centres of Research Excellence to purchase strategic assets required in their research activity."
"Ministry of Education "	"Education"	9139	9139	"Strengthening the Auckland University of Technology"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	50000	2008	"Actuals"	"A"	"Crown investment in the Auckland University of Technology transformation business case."
"Ministry of Education "	"Education"	9187	9187	"National Assessment Tool for Adult Literacy, Numeracy and Language"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	1600	2009	"Actuals"	"A"	"This appropriation is limited to development of an online national assessment tool for adult literacy, numeracy and language."
"Ministry of Education "	"Education"	9187	9187	"National Assessment Tool for Adult Literacy, Numeracy and Language"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	600	2010	"Actuals"	"A"	"This appropriation is limited to development of an online national assessment tool for adult literacy, numeracy and language."
"Ministry of Education "	"Education"	9188	9188	"Redevelopment of Whitireia Community Polytechnic Porirua Campus"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	669	2011	"Estimated Actual"	"A"	"This appropriation is limited to redevelopment of the trades training facilities and the construction of a new Health Education and Social Services block at the Porirua campus of Whitireia Community Polytechnic."
"Ministry of Education "	"Education"	9337	9337	"Otago Polytechnic Property Rationalisation"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	5985	2008	"Actuals"	"A"	"This appropriation is limited to redevelopment of  facilities for the School of Hospitality and Catering and construction of a new Annex for the Art School at the Forth Street campus of the Otago Polytechnic."
"Ministry of Education "	"Education"	9339	9339	"Support for Tairawhiti Polytechnic"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	1300	2008	"Actuals"	"A"	"This appropriation is limited to the provision of financial assistance to the Tairawhiti Polytechnic to manage cash flow issues."
"Ministry of Education "	"Education"	9386	9386	"Auckland University of Technology Campus Developments"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	37000	2009	"Actuals"	"A"	"This appropriation is limited to financial assistance for Auckland University of Technology to acquire a campus in the Counties Manukau region and to develop a centre of applied research and sport excellence on the Millennium Institute of Sport and Health campus."
"Ministry of Education "	"Education"	9397	9397	"Nelson Marlborough Institute of Technology Visual Arts and Media Block"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	8132	2010	"Actuals"	"A"	"This appropriation is limited to the construction of the Visual Arts and Media facility at the Nelson campus of Nelson Marlborough Institute of Technology."
"Ministry of Education "	"Education"	9398	9398	"NorthTec Financial Assistance"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	5001	2009	"Actuals"	"A"	"This appropriation is limited to restructuring of Crown assistance to Northland Polytechnic, to enable its ongoing viability and improvements in provision of education, especially in trades training."
"Ministry of Education "	"Education"	9399	9399	"NorthTec Future Trades Investment"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	3500	2009	"Actuals"	"A"	"This appropriation is limited to the retrofit of a Future Trades training facility at 19 Dyer Street, Whangarei to be leased by Northland Polytechnic."
"Ministry of Education "	"Education"	9400	9400	"Western Institute of Technology at Taranaki - Financial Assistance"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	17618	2009	"Actuals"	"A"	"This appropriation is limited to restructuring of Crown assistance to the Western Institute of Technology at Taranaki."
"Ministry of Education "	"Education"	9429	9429	"Wananga and Institutes of Technology and Polytechnics Infrastructure Fund"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	3494	2009	"Actuals"	"A"	"This appropriation is limited to funding infrastructure development projects, including development of systems, by Wananga and Institutes of Technology and Polytechnics that fulfil legislative requirements, address government requirements applied to either sub-sector, or fulfil commitments under individual Investment Plans."
"Ministry of Education "	"Education"	9429	9429	"Wananga and Institutes of Technology and Polytechnics Infrastructure Fund"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	1683	2010	"Actuals"	"A"	"This appropriation is limited to funding infrastructure development projects, including development of systems, by Wananga and Institutes of Technology and Polytechnics that fulfil legislative requirements, address government requirements applied to either sub-sector, or fulfil commitments under individual Investment Plans."
"Ministry of Education "	"Education"	9459	9459	"Te Wananga o Raukawa"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	50649	2009	"Actuals"	"A"	"This appropriation is limited to the settlement of the Te Wananga o Raukawa claim with respect to bringing buildings, plant and equipment up to a standard comparable with other tertiary education institutions, and to secure its ongoing viability and sustainability."
"Ministry of Education "	"Education"	9754	9754	"Te Whare Wananga o Awanuiarangi Treaty Settlement"	"Non-Departmental Capital Expenditure"		"No Functional Classification"	14500	2011	"Estimated Actual"	"A"	"This appropriation is limited to the full and final settlement of Te Whare Wananga o Awanuiarangi in regards to the Waitangi Tribunal Claim (Wai 718) seeking wananga capital establishment funding comparable to other tertiary education institutions."
"Ministry of Education "	"Education"	9210	9210	"Ministry of Education  - Capital Expenditure"	"Departmental Capital Expenditure"	"Permanent Legislative Authority"	"No Functional Classification"	447500	2008	"Actuals"	"A"	"This appropriation is limited to the purchase or development of assets by and for the use of the Ministry of Education, as authorised by section 24(1) of the Public Finance Act 1989."
"Ministry of Education "	"Education"	9210	9210	"Ministry of Education  - Capital Expenditure"	"Departmental Capital Expenditure"	"Permanent Legislative Authority"	"No Functional Classification"	525591	2009	"Actuals"	"A"	"This appropriation is limited to the purchase or development of assets by and for the use of the Ministry of Education, as authorised by section 24(1) of the Public Finance Act 1989."
